    0.431188278696968963E-01   -0.102797741406555110E+01    0.176787255950627377E+04   -0.453700736718644926E+01    0.396961964773982712E+00    0.278027298612064488E+00    0.872834636471538472E+00    0.299975583896049280E+00    0.676086738536897269E+00    0.600590630153786442E+00    0.585446292039324856E+00    0.801907606815483343E+00    0.463764406455213829E+00    0.430812439335768460E+00    0.777480216418095060E+00    0.396494056331714528E+00    0.904093925527599707E+00    0.813053761311542722E+00    0.677577199369186391E-02    0.101723873275571752E+01    0.100404347956646811E+01    0.933690470794283245E+00    0.109700935219880802E+01   -0.310960979570604923E+04
    0.419798147616055189E-01   -0.881040730480239120E+00    0.124969292888413315E+04   -0.296186318143121463E+01    0.783333889779868398E+00    0.908927710718352544E+00    0.542624338600017797E+00    0.500979688411818058E+00    0.216225535248691564E+00    0.941313205034589373E+00    0.225459657397995505E+00    0.459900638749452473E+00    0.160111900982125660E+00    0.166991276457391563E+00    0.765990109913180062E+00    0.388819757666185928E+00    0.194350968858327949E+00    0.971507164932306932E+00    0.626884825728646566E+00    0.110076711775418534E+01    0.106101793024547741E+01    0.899594819406995261E+00    0.115772983210504754E+01   -0.310637859743848867E+04
    0.425629994002801118E-01   -0.951269150042370448E+00    0.127680326515221759E+04   -0.421283112792366232E+01    0.643439320037566653E+00    0.787012190931414973E-01    0.997561879764488957E+00    0.649170842782801683E+00    0.523761924282970193E+00    0.214248965463225860E+00    0.798517506639001340E+00    0.356334879288008555E+00    0.717755960087207712E-01    0.346430307114080488E-01    0.359837268520892817E+00    0.383364598657051858E+00    0.177763715097082026E+00    0.857538639131234515E+00    0.691380062202385792E+00    0.111379803248683595E+01    0.110541512320037771E+01    0.101175998994175842E+01    0.117293804626669873E+01   -0.310586740029658176E+04
    0.473692741431984768E-01   -0.935916783497183991E+00    0.124038872991717540E+04   -0.284816303690993999E+01    0.279768659873917802E+00    0.429963479042821839E+00    0.164014204854738443E+00    0.591696611790537785E+00    0.452171502896607902E+00    0.671217299572984150E+00    0.759241087574927698E+00    0.260468311605075498E+00    0.778650928092501138E+00    0.743050917713321657E+00    0.454880532307270380E+00    0.435110845785504213E-01    0.173774570862050809E+00    0.374124232867760809E+00    0.481028862421433445E+00    0.103562093058708959E+01    0.960172286621458149E+00    0.876243963600882525E+00    0.113040713991140729E+01   -0.310551196520200574E+04
    0.411964831069340023E-01   -0.909166219231518302E+00    0.151234851741838497E+04   -0.490056817842749215E+01    0.249725513172562114E+00    0.172512221140430633E+00    0.827653268088546112E+00    0.496931804855404002E+00    0.634621981858427775E+00    0.152823829153255708E+00    0.270427865446193461E+00    0.844716784705035861E+00    0.568367908515128750E+00    0.470131354244396005E+00    0.108162692834301855E+00    0.762608474951995685E+00    0.379763113110463013E+00    0.742384419269353502E+00    0.918229711607404381E-01    0.105065935702864799E+01    0.108748559967767644E+01    0.922219594425178313E+00    0.109906078447383315E+01   -0.310533982032413451E+04
    0.447828468374085187E-01   -0.934071545407374804E+00    0.131378095357327697E+04   -0.437379526624179071E+01    0.680675269459435350E+00    0.169122639098842231E+00    0.304691497371147035E+00    0.201485703978007857E+00    0.454649083635332130E+00    0.964953859141481685E+00    0.239057197651457026E+00    0.563974149940657754E+00    0.812144927407856376E+00    0.864893344275960541E+00    0.660753408638148798E+00    0.213746036403067524E+00    0.743670255442065220E+00    0.563561592508855180E+00    0.597013886182435116E+00    0.111911922511027062E+01    0.102002267505670741E+01    0.980927497111244162E+00    0.114122557752117482E+01   -0.310525751587294599E+04
    0.402465472053680079E-01   -0.948419925904212868E+00    0.150776551423205137E+04   -0.417296342646032770E+01    0.432096675866500690E+00    0.640613230686322921E+00    0.689009209084800678E+00    0.814767269437993602E+00    0.604596605946438381E+00    0.874202591470494506E+00    0.940693952168416780E+00    0.277454420658810735E-01    0.790190445307506151E+00    0.980934021633556918E+00    0.158876751322088422E+00    0.978343648567878921E+00    0.500035679852586790E+00    0.526550676294689907E-01    0.411689742158971916E+00    0.103710340773298726E+01    0.108139696065013968E+01    0.983727852857656071E+00    0.112470309293127713E+01   -0.310461528167666211E+04
    0.454108023326275576E-01   -0.982406305997381879E+00    0.135677371132673466E+04   -0.411954783961996185E+01    0.757102518649424239E+00    0.566407527853597936E-01    0.737357056283237888E+00    0.491006733937929596E+00    0.668975390470098130E+00    0.844739607514449653E+00    0.730298771494415355E-01    0.366705560267387876E+00    0.496604017773762535E-01    0.259325630422981221E-01    0.506724320796104855E+00    0.644274495597203178E+00    0.640067981300599165E+00    0.664591442050638470E+00    0.468500440505643989E+00    0.112981922025147208E+01    0.101407999116530201E+01    0.936090522807710212E+00    0.114762742578137056E+01   -0.310431643001789917E+04
    0.471025389088273946E-01   -0.950182300291295800E+00    0.138632297434503448E+04   -0.479678832569940994E+01    0.720049949399779510E+00    0.744190533374955110E+00    0.137952087831047648E+00    0.298144062201874560E+00    0.837972296377551343E-02    0.744534077897780810E+00    0.481624239324360104E+00    0.118363917276055428E+00    0.743097236327851185E+00    0.976225521540028174E+00    0.530560406529294148E+00    0.968260172672772312E+00    0.646736546269660706E+00    0.981955338108498665E+00    0.366669884255893419E+00    0.973636990666457480E+00    0.903330884660672351E+00    0.849587757801313348E+00    0.103388837020747415E+01   -0.310400901831248757E+04
    0.431952783628542086E-01   -0.925352953269308998E+00    0.122862268948538917E+04   -0.304314903924400237E+01    0.241834747800712152E+00    0.736876047784330579E-01    0.352538971863875894E+00    0.193781479364340870E+00    0.816457010718353304E+00    0.476004549387858245E+00    0.867857841980735012E+00    0.299754090905989590E+00    0.516713050390122497E+00    0.243937628628000752E+00    0.526706834234135890E+00    0.183986125057689465E+00    0.651397328171322565E+00    0.819690800863814961E+00    0.386512423220405632E+00    0.117165617736697092E+01    0.104106031082265016E+01    0.963453318700907113E+00    0.114042390851974673E+01   -0.310379684186609029E+04
    0.468212496831243441E-01   -0.976355060486306381E+00    0.132229805227073439E+04   -0.371827282980587981E+01    0.619213465298258936E+00    0.485149140198708195E+00    0.917418257510328794E+00    0.742578864463269150E+00    0.370990143001144190E+00    0.625434234746806039E+00    0.619314693474513733E+00    0.683455886458580242E+00    0.562520254090227212E+00    0.660274142262492036E+00    0.740517790616615934E+00    0.785467045191921454E+00    0.813527662814634150E-01    0.533150107281001984E+00    0.841730569172587595E+00    0.929380913739494607E+00    0.988846060053266029E+00    0.870209260425894193E+00    0.111631431707238438E+01   -0.310374438729718668E+04
    0.447165597761657457E-01   -0.938530996973981346E+00    0.131129620391837420E+04   -0.383777603652155630E+01    0.640212508816470294E+00    0.193588009713773490E+00    0.668924306604893326E+00    0.681621748157212437E+00    0.470061052865803464E+00    0.409396924170662424E+00    0.115738593760696978E+00    0.434496490359502885E+00    0.384865783093519265E+00    0.316429236451682305E+00    0.920319782426423871E+00    0.327945382557761844E+00    0.712427545738834156E+00    0.245799511598618931E+00    0.397972663491275802E+00    0.926678130030736402E+00    0.984416870517272891E+00    0.962003639718950199E+00    0.115142520172423368E+01   -0.310373857214592408E+04
    0.462081309314847505E-01   -0.924021866600172048E+00    0.131684201256498750E+04   -0.363231859484139097E+01    0.750201894192350727E+00    0.960663072194242296E+00    0.163769147421966077E+00    0.410987399965078659E+00    0.912863711135528333E+00    0.116495008289917629E+00    0.326887582018474010E+00    0.652297986482963388E-01    0.454716126284264929E-01    0.839720618995843493E+00    0.388010778346230989E+00    0.388363102288906359E+00    0.556325218483515460E+00    0.604634506465788757E+00    0.658881643176145837E+00    0.100667515253999174E+01    0.927928039026759910E+00    0.930528838733782449E+00    0.106002212397550588E+01   -0.310370293865503663E+04
    0.466897593183838652E-01   -0.924200177317936689E+00    0.116150271378653633E+04   -0.385482414601799395E+01    0.260513917445061804E+00    0.890629871114999805E+00    0.299178643724501092E+00    0.816241086314092451E-01    0.422417815966011023E+00    0.523407787513465728E+00    0.666364334756393228E+00    0.643347973319933431E+00    0.313693133183336637E+00    0.391530378859333839E+00    0.794122226910859541E+00    0.486733818030885279E+00    0.749475127421833864E+00    0.533015755032939520E+00    0.421558350869150222E+00    0.991531873540573816E+00    0.100435016627151263E+01    0.929074570460743043E+00    0.107141413293453347E+01   -0.310361177832001658E+04
    0.446748340768148844E-01   -0.924022521645551875E+00    0.116481406645136690E+04   -0.313131726142673550E+01    0.550100972679641309E+00    0.467774726227620341E+00    0.135572306320043218E+00    0.194783432353759084E+00    0.289502304297189650E+00    0.128156676084772880E+00    0.780311580429342011E+00    0.599631105438897749E+00    0.745407352768278963E+00    0.455986593756001701E+00    0.562738696935485505E+00    0.361475036631302038E+00    0.589846335107008235E+00    0.111308454581254171E+00    0.907676024091403910E+00    0.115361222066685909E+01    0.105327480943643947E+01    0.956466421629734498E+00    0.116045461489015245E+01   -0.310347462637605349E+04
    0.411604296031425412E-01   -0.921786278827109506E+00    0.130905102773624344E+04   -0.369177705744549201E+01    0.462267583608323984E+00    0.384039726090671940E+00    0.423431622379501105E+00    0.268940135454673934E+00    0.500605483528487771E+00    0.551288556261124274E+00    0.746996067250608048E-01    0.436503597115317332E+00    0.949730267890741664E+00    0.665561406541514633E+00    0.362116955461053158E+00    0.937774412234749777E+00    0.988012219179651319E+00    0.764912792679627862E+00    0.957372114638623262E+00    0.101905135873209196E+01    0.111286787236763618E+01    0.100775635040478484E+01    0.116706426355299442E+01   -0.310342838597326408E+04
    0.405987952492259246E-01   -0.914481183382151785E+00    0.147735907305771730E+04   -0.450490115565035332E+01    0.463261601708371773E+00    0.619051603728615341E+00    0.915656910434142435E+00    0.390563734971098586E+00    0.738059669631431436E+00    0.925587704922504861E+00    0.139787604288405976E+00    0.601601216657528304E+00    0.519689009435721050E+00    0.113169819142141248E+00    0.879950567393929961E+00    0.682422832140613611E+00    0.825804881454277551E+00    0.567991737616508563E+00    0.566206084293560896E+00    0.104706948446692616E+01    0.105488453135938287E+01    0.979354266587102229E+00    0.114074735505263503E+01   -0.310336926989203630E+04
    0.488702496974287165E-01   -0.947504400413651471E+00    0.118462879299441829E+04   -0.288879793978895227E+01    0.663902863618503369E+00    0.370292605249241402E+00    0.226802077069677227E+00    0.677174064928447450E+00    0.563795437185009241E+00    0.549456719846279196E+00    0.628182172076853923E-01    0.504411138264029169E+00    0.286938058687740527E+00    0.887237921628574178E+00    0.372068817929000151E+00    0.564135024781736716E+00    0.996714347244188725E+00    0.842113244250194515E+00    0.951636005540069552E+00    0.953663244961272305E+00    0.915155747489021509E+00    0.895492492958438357E+00    0.107227190951500662E+01   -0.310334854973084202E+04
    0.406726575571934867E-01   -0.926637276999713544E+00    0.134732939087632371E+04   -0.389088884855908601E+01    0.348685349895917984E+00    0.246234707084360627E+00    0.496221693367413952E+00    0.539855114805099512E+00    0.493565158282256000E+00    0.774332843939213200E+00    0.148291115394571904E+00    0.314211095122071682E+00    0.520734887815403780E+00    0.863617593954576046E+00    0.502095180659655083E+00    0.959179470082065277E+00    0.806687212015178456E+00    0.566173185628979669E+00    0.606534757741153507E+00    0.110189406144403912E+01    0.111512161608352467E+01    0.102925425223759870E+01    0.114630315120545490E+01   -0.310333274989198708E+04
    0.419731518558966246E-01   -0.952373556496409090E+00    0.144466362833773314E+04   -0.395125417250534650E+01    0.524513783209581752E+00    0.265213397632012071E+00    0.241740328504785579E+00    0.906937301298910925E+00    0.526035681070841310E+00    0.996885536204543565E+00    0.100908083953235750E+00    0.680430046855955095E+00    0.389096034672307078E+00    0.284996034123760567E+00    0.952645322122121829E+00    0.451939541030801362E+00    0.768167458977997097E+00    0.105786895883778723E+00    0.276900080945264082E+00    0.111710246708850569E+01    0.109201380038273244E+01    0.920042251112083265E+00    0.116557678781111340E+01   -0.310332654594996029E+04
    0.450574562642363299E-01   -0.937515359763337108E+00    0.138653472331264879E+04   -0.435220954352089162E+01    0.160858352507730812E+00    0.947156631030206198E+00    0.754775826088552426E+00    0.887450353093391819E+00    0.477917673967802825E+00    0.121304985348738334E+00    0.491793114665979580E+00    0.504046991990232951E+00    0.296183345303256518E+00    0.260817437294158849E+00    0.878168894712084286E-02    0.614599703445840362E+00    0.485598738527853790E+00    0.513717536877009828E+00    0.635385574262085639E+00    0.884020590085345059E+00    0.978159208352292864E+00    0.884581357381789113E+00    0.105855514333133560E+01   -0.310319275775482038E+04
    0.453029178146084066E-01   -0.945156717482471986E+00    0.129335501472999454E+04   -0.370286268188867274E+01    0.278236258632142186E+00    0.942059755673882560E+00    0.950774828215220413E+00    0.718068976042506968E+00    0.268067992128357857E+00    0.865940245528617369E+00    0.396950088374824317E+00    0.289955538915662003E+00    0.766802967683437309E-01    0.128069740946963218E+00    0.517733749074056671E+00    0.942257923684827525E+00    0.441092934035769491E+00    0.395612540888466702E+00    0.182774292372976960E+00    0.102593831090179366E+01    0.997607244569371221E+00    0.901839672874906406E+00    0.104216632021498867E+01   -0.310318833310395712E+04
    0.434219281857962935E-01   -0.907333381775215719E+00    0.125512163190413480E+04   -0.318871916298459723E+01    0.546521644935087703E+00    0.155184865152137530E+00    0.956991753829295799E+00    0.528276191848343180E+00    0.547726343282614825E+00    0.527433773861922695E+00    0.205737216941165979E+00    0.597851012613871191E+00    0.952859101457563917E+00    0.671794881868377991E+00    0.374943592263375758E+00    0.759734330098137733E+00    0.551120649520577613E-01    0.656482957180132276E+00    0.746988979304605061E+00    0.115165280511554791E+01    0.105749036275707153E+01    0.975019607870845961E+00    0.111114979328328145E+01   -0.310318728002785838E+04
    0.401029821081662699E-01   -0.956875533167934056E+00    0.148825513095288238E+04   -0.442070625320253807E+01    0.404567515377912523E+00    0.205381310424426783E+00    0.877254067778396429E+00    0.786498494165804751E+00    0.621203809299748388E+00    0.224483236433307420E+00    0.673605604269300828E+00    0.704877420353462458E+00    0.337943652113791571E+00    0.484439155212628481E+00    0.369572241238934673E+00    0.790687141473484068E+00    0.402167130590910318E-01    0.206192002720313100E+00    0.487294328951316968E+00    0.114802889857159718E+01    0.109575717947263707E+01    0.102292413624168987E+01    0.121719611280824291E+01   -0.310312598188538914E+04
    0.444444011070667111E-01   -0.895582861351201132E+00    0.139797556554962443E+04   -0.342634111603203273E+01    0.507622100203548476E+00    0.226785041216460398E+00    0.518172870416418463E+00    0.323849795713088973E+00    0.589674748566079918E-01    0.707529421997211583E+00    0.713364950287631916E+00    0.437348854161738465E+00    0.418352541424148849E+00    0.967563233810286194E+00    0.497090222727865905E+00    0.604577489078317321E+00    0.930569789720826490E+00    0.974041719522719340E+00    0.966667336997996229E+00    0.966377701554344215E+00    0.100864722574460419E+01    0.853953479359731871E+00    0.102121901979054597E+01   -0.310311976693450742E+04
    0.440927891574983549E-01   -0.927270861349690390E+00    0.134811383178185611E+04   -0.368237639472396605E+01    0.455978391985661313E+00    0.509062512560590097E+00    0.521302566968312564E+00    0.689578241917403245E+00    0.316323014367390909E-01    0.564297311720291184E+00    0.854022566502003477E-01    0.112374343009499250E+00    0.530517796710459510E+00    0.507462672828736250E-01    0.368717843727350725E+00    0.726710895409104940E+00    0.495180859012648411E+00    0.752997586512210826E+00    0.445574641095128565E+00    0.108381021511255904E+01    0.972860565226174590E+00    0.968847799757210026E+00    0.110017529290764582E+01   -0.310304171466522985E+04
    0.475395403780631345E-01   -0.975428184388840935E+00    0.138059942117694254E+04   -0.310120396105614082E+01    0.492295249239043331E+00    0.135067833313104207E+00    0.538190140311377241E+00    0.201358185337701057E+00    0.932532619905054094E+00    0.318588531793156937E-02    0.299461305999150329E+00    0.128244749151262216E+00    0.513596959022591948E+00    0.702630695049580534E+00    0.264872279680757536E-01    0.933092059773705684E+00    0.741307029574557519E+00    0.641221246630523600E+00    0.614089806290515239E+00    0.977511149399531432E+00    0.937832455213074123E+00    0.837077687664655734E+00    0.109537309805746075E+01   -0.310299749299101359E+04
